Fecha,Column 3,Column 4,Número
2020-07-18T13:43:23Z,#FelizAlzamiento,http://twitter.com/search?q=%23FelizAlzamiento,13491
2020-07-18T13:43:23Z,#FelizSabado,http://twitter.com/search?q=%23FelizSabado,14230
2020-07-18T14:43:26Z,#FelizAlzamiento,http://twitter.com/search?q=%23FelizAlzamiento,15046
2020-07-18T14:43:26Z,#FelizSabado,http://twitter.com/search?q=%23FelizSabado,18036
2020-07-18T15:43:26Z,#FelizAlzamiento,http://twitter.com/search?q=%23FelizAlzamiento,16317
2020-07-18T15:43:26Z,#FelizSabado,http://twitter.com/search?q=%23FelizSabado,21980
2020-07-18T16:43:27Z,#FelizAlzamiento,http://twitter.com/search?q=%23FelizAlzamiento,17297
2020-07-18T16:43:27Z,#FelizSabado,http://twitter.com/search?q=%23FelizSabado,24900
2020-07-18T17:43:28Z,#FelizAlzamiento,http://twitter.com/search?q=%23FelizAlzamiento,18101
2020-07-18T17:43:28Z,#FelizSabado,http://twitter.com/search?q=%23FelizSabado,27988
2020-07-18T17:43:28Z,#FelizCumpleLOS40,http://twitter.com/search?q=%23FelizCumpleLOS40,
2020-07-18T18:48:29Z,#FelizAlzamiento,http://twitter.com/search?q=%23FelizAlzamiento,18909
2020-07-18T18:48:29Z,#FelizCumpleLOS40,http://twitter.com/search?q=%23FelizCumpleLOS40,
2020-07-18T19:43:29Z,#FelizAlzamiento,http://twitter.com/search?q=%23FelizAlzamiento,19254
2020-07-19T01:53:21Z,#FelizAlzamiento,http://twitter.com/search?q=%23FelizAlzamiento,18840
2020-07-19T01:53:21Z,#FelizSabado,http://twitter.com/search?q=%23FelizSabado,44604
2020-07-19T02:53:19Z,#FelizAlzamiento,http://twitter.com/search?q=%23FelizAlzamiento,18797
2020-07-19T02:53:19Z,#FelizSabado,http://twitter.com/search?q=%23FelizSabado,45589
2020-07-19T03:53:17Z,#FelizAlzamiento,http://twitter.com/search?q=%23FelizAlzamiento,18787
2020-07-19T03:53:17Z,#FelizSabado,http://twitter.com/search?q=%23FelizSabado,46368
2020-07-19T04:53:16Z,#FelizAlzamiento,http://twitter.com/search?q=%23FelizAlzamiento,18776
